Generating SQLite file nsys_vlp1d_1v_float32_N4096_solver0.sqlite from nsys_vlp1d_1v_float32_N4096_solver0.nsys-rep
Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)     Max (ns)       StdDev (ns)             Name         
      8.0      265,175,488      1,998  132,720.5  132,416.0   131,616   134,560        709.3  triton_poi_fused__to_copy_add_div_floor_index_mul_neg_remainder_rsub_select_sub_unsqueeze_view_1    
      8.0      264,702,432      2,002  132,219.0  132,032.0   130,976   134,784        628.3  triton_poi_fused__to_copy__unsafe_view_add_clone_div_floor_index_mul_neg_remainder_rsub_select_sub_…
      2.0       66,481,120      2,002   33,207.4   33,024.0    31,744    36,064        791.9  void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapp…
      0.4       13,210,048      4,046    3,265.0    1,920.0     1,760   150,720     13,820.6  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.4       13,178,848      4,008    3,288.1    3,392.0     2,944     5,472        306.4  void vector_fft_c2r<(unsigned int)4096, EPT<(unsigned int)16>, (unsigned int)1, (unsigned int)5, (p…
      0.3        9,428,640        168   56,122.9   56,672.0    49,888    58,592      2,473.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.2        7,520,512      2,004    3,752.8    3,712.0     3,520     5,152        213.6  void vector_fft_r2c<(unsigned int)4096, EPT<(unsigned int)16>, (unsigned int)1, (unsigned int)5, (p…
      0.2        7,255,904      6,065    1,196.4      960.0       864    39,808      2,839.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
      0.2        6,146,400        168   36,585.7   37,904.0       896    39,968      6,927.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, floa…
      0.1        4,891,104         12  407,592.0  432,544.0   322,688   481,696     78,746.3  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1        4,155,456      2,031    2,046.0    1,088.0       960   327,968     11,599.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
      0.1        3,451,520          6  575,253.3  575,440.0   574,272   576,320        744.1  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.1        2,881,952      2,004    1,438.1    1,408.0     1,312     2,496         98.1  void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(…
      0.1        2,751,904      2,004    1,373.2    1,408.0     1,248     2,496        119.8  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1        2,075,264      2,006    1,034.5    1,024.0       896     2,112        123.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, st…
      0.1        1,756,416          4  439,104.0  439,248.0   438,080   439,840        796.4  void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long, long, long, …
      0.0          975,328          4  243,832.0  243,968.0   241,792   245,600      1,674.1  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<long>…
      0.0          880,800          2  440,400.0  440,400.0   439,744   441,056        927.7  void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(a…
      0.0          723,424          6  120,570.7  115,344.0   114,816   145,760     12,373.3  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0          569,792          2  284,896.0  284,896.0   284,800   284,992        135.8  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.0          462,656         12   38,554.7   38,224.0    37,792    39,552        727.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIterat…
      0.0          393,344          6   65,557.3   65,664.0    64,416    66,208        603.7  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.0          251,552          6   41,925.3   41,792.0    41,536    42,336        321.5  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0          235,168          6   39,194.7   39,216.0    38,752    39,680        402.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::floor_kernel_cuda(at::TensorIter…
      0.0          232,896          6   38,816.0   38,752.0    37,888    39,776        774.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, s…
      0.0          164,032          2   82,016.0   82,016.0    81,600    82,432        588.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, …
      0.0           54,176          2   27,088.0   27,088.0    26,048    28,128      1,470.8  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0            3,296          2    1,648.0    1,648.0     1,632     1,664         22.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIterat…
      0.0            2,432          2    1,216.0    1,216.0     1,024     1,408        271.5  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scala…
      0.0            2,432          3      810.7      768.0       736       928        102.9  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.0            2,400          3      800.0      768.0       704       928        115.4  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.0            2,208          2    1,104.0    1,104.0     1,056     1,152         67.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIterat…
      0.0            2,176          2    1,088.0    1,088.0     1,088     1,088          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, …
      0.0            1,600          1    1,600.0    1,600.0     1,600     1,600          0.0  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0            1,600          2      800.0      800.0       736       864         90.5  void <unnamed>::elementwise_kernel_with_index<int, at::native::linspace_cuda_out(const c10::Scalar …
      0.0            1,376          1    1,376.0    1,376.0     1,376     1,376          0.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…
      0.0            1,184          1    1,184.0    1,184.0     1,184     1,184          0.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool…

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)            Operation           
 --------  ---------------  -----  --------  --------  --------  --------  -----------  ------------------------------
     59.8        4,320,416  4,008   1,077.9   1,056.0       896     2,048        105.1  [CUDA memcpy Device-to-Device]
     24.5        1,766,336  2,002     882.3     800.0       704     1,888        175.7  [CUDA memset]                 
     12.6          912,896     12  76,074.7   2,160.0     1,632   479,808    172,933.5  [CUDA memcpy Device-to-Host]  
      3.0          219,232      4  54,808.0     768.0       736   216,960    108,101.3  [CUDA memcpy Host-to-Device]  

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
    134.382     12    11.198     0.016     0.016    67.109       26.116  [CUDA memcpy Device-to-Host]  
     65.699  4,008     0.016     0.016     0.016     0.016        0.000  [CUDA memcpy Device-to-Device]
      6.812      4     1.703     0.000     0.000     6.812        3.406  [CUDA memcpy Host-to-Device]  
      0.256  2,002     0.000     0.000     0.000     0.000        0.000  [CUDA memset]                 

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/openmp_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver0.sqlite does not contain OpenMP event data.

Processing [nsys_vlp1d_1v_float32_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/opengl_khr_range_sum.py]... 
